node_id,x,y,z,floor,zone,tower
0,0.3,0.3,0.0,0,tower,1
1,0.3,8.0,0.0,0,tower,1
2,0.3,15.7,0.0,0,tower,1
3,3.0,0.3,0.0,0,tower,1
4,3.0,8.0,0.0,0,tower,1
5,3.0,15.7,0.0,0,tower,1
6,11.3,0.3,0.0,0,tower,1
7,11.3,8.0,0.0,0,tower,1
8,11.3,15.7,0.0,0,tower,1
9,15.0,0.3,0.0,0,tower,1
10,15.0,8.0,0.0,0,tower,1
11,15.0,15.7,0.0,0,tower,1
12,18.7,0.3,0.0,0,tower,1
13,18.7,8.0,0.0,0,tower,1
14,18.7,15.7,0.0,0,tower,1
15,27.0,0.3,0.0,0,tower,1
16,27.0,8.0,0.0,0,tower,1
17,27.0,15.7,0.0,0,tower,1
18,29.7,0.3,0.0,0,tower,1
19,29.7,8.0,0.0,0,tower,1
20,29.7,15.7,0.0,0,tower,1
21,0.3,0.3,9.0,1,tower,1
22,0.3,8.0,9.0,1,tower,1
23,0.3,15.7,9.0,1,tower,1
24,3.0,0.3,9.0,1,tower,1
25,3.0,8.0,9.0,1,tower,1
26,3.0,15.7,9.0,1,tower,1
27,11.3,0.3,9.0,1,tower,1
28,11.3,8.0,9.0,1,tower,1
29,11.3,15.7,9.0,1,tower,1
30,15.0,0.3,9.0,1,tower,1
31,15.0,8.0,9.0,1,tower,1
32,15.0,15.7,9.0,1,tower,1
33,18.7,0.3,9.0,1,tower,1
34,18.7,8.0,9.0,1,tower,1
35,18.7,15.7,9.0,1,tower,1
36,27.0,0.3,9.0,1,tower,1
37,27.0,8.0,9.0,1,tower,1
38,27.0,15.7,9.0,1,tower,1
39,29.7,0.3,9.0,1,tower,1
40,29.7,8.0,9.0,1,tower,1
41,29.7,15.7,9.0,1,tower,1
42,0.3,0.3,15.0,2,tower,1
43,0.3,8.0,15.0,2,tower,1
44,0.3,15.7,15.0,2,tower,1
45,3.0,0.3,15.0,2,tower,1
46,3.0,8.0,15.0,2,tower,1
47,3.0,15.7,15.0,2,tower,1
48,11.3,0.3,15.0,2,tower,1
49,11.3,8.0,15.0,2,tower,1
50,11.3,15.7,15.0,2,tower,1
51,15.0,0.3,15.0,2,tower,1
52,15.0,8.0,15.0,2,tower,1
53,15.0,15.7,15.0,2,tower,1
54,18.7,0.3,15.0,2,tower,1
55,18.7,8.0,15.0,2,tower,1
56,18.7,15.7,15.0,2,tower,1
57,27.0,0.3,15.0,2,tower,1
58,27.0,8.0,15.0,2,tower,1
59,27.0,15.7,15.0,2,tower,1
60,29.7,0.3,15.0,2,tower,1
61,29.7,8.0,15.0,2,tower,1
62,29.7,15.7,15.0,2,tower,1
63,0.3,0.3,21.0,3,tower,1
64,0.3,8.0,21.0,3,tower,1
65,0.3,15.7,21.0,3,tower,1
66,3.0,0.3,21.0,3,tower,1
67,3.0,8.0,21.0,3,tower,1
68,3.0,15.7,21.0,3,tower,1
69,11.3,0.3,21.0,3,tower,1
70,11.3,8.0,21.0,3,tower,1
71,11.3,15.7,21.0,3,tower,1
72,15.0,0.3,21.0,3,tower,1
73,15.0,8.0,21.0,3,tower,1
74,15.0,15.7,21.0,3,tower,1
75,18.7,0.3,21.0,3,tower,1
76,18.7,8.0,21.0,3,tower,1
77,18.7,15.7,21.0,3,tower,1
