t_s,Ux_T1_cm,Ux_T2_cm,Uy_T1_cm,Uy_T2_cm
2.0200,-0.00980941,-0.00981450,0.00012882,0.00012869
2.0400,-0.01752672,-0.01753347,0.00014624,0.00014535
2.0600,0.00013558,0.00012811,0.00009342,0.00009402
2.0800,-0.06353698,-0.06353290,0.00005071,0.00004817
2.1000,-0.13207356,-0.13206212,0.00008497,0.00008090
2.1200,-0.06287708,-0.06286812,0.00003482,0.00003276
2.1400,0.04722424,0.04722513,-0.00001876,-0.00001739
2.1600,0.07673980,0.07673266,-0.00003089,-0.00002820
2.1800,0.06127657,0.06126868,-0.00004214,-0.00004024
2.2000,0.04951257,0.04950665,-0.00008344,-0.00008195
2.2200,0.05361022,0.05360906,-0.00011087,-0.00010915
2.2400,0.06447580,0.06447729,-0.00013292,-0.00013088
2.2600,0.06291965,0.06292173,-0.00012014,-0.00011820
2.2800,0.05686834,0.05686670,-0.00010046,-0.00009858
2.3000,0.05833379,0.05832975,-0.00007214,-0.00007045
2.3200,0.06581283,0.06580596,-0.00005696,-0.00005464
2.3400,0.04051467,0.04051101,-0.00004655,-0.00004533
2.3600,-0.02325364,-0.02325201,-0.00000327,-0.00000403
2.3800,-0.05301905,-0.05301394,0.00003647,0.00003467
2.4000,0.00112842,0.00113209,0.00004146,0.00004120
2.4200,0.12413338,0.12412946,-0.00000490,-0.00000097
2.4400,0.23659956,0.23658752,-0.00011898,-0.00011115
2.4600,0.21175368,0.21174063,-0.00023737,-0.00023056
2.4800,0.05092942,0.05092406,-0.00026503,-0.00026322
2.5000,-0.11699958,-0.11699523,-0.00022161,-0.00022528
2.5200,-0.21029220,-0.21027798,-0.00006437,-0.00007151
2.5400,-0.17688426,-0.17687178,0.00014932,0.00014380
2.5600,-0.03933965,-0.03933357,0.00030559,0.00030398
2.5800,0.11163319,0.11162647,0.00034515,0.00034884
2.6000,0.20577147,0.20575673,0.00021435,0.00022089
2.6200,0.22138905,0.22137318,-0.00003914,-0.00003207
2.6400,0.18158873,0.18157796,-0.00033302,-0.00032717
2.6600,0.10863424,0.10863221,-0.00054726,-0.00054355
2.6800,-0.02118635,-0.02117982,-0.00056919,-0.00056989
2.7000,-0.15027795,-0.15026388,-0.00032739,-0.00033239
2.7200,-0.16013794,-0.16012967,-0.00000316,-0.00000784
2.7400,-0.12943841,-0.12943319,0.00032701,0.00032243
2.7600,-0.13927373,-0.13927390,0.00061684,0.00061274
2.7800,-0.13310633,-0.13310549,0.00069954,0.00069504
2.8000,-0.07670622,-0.07670551,0.00056057,0.00055796
2.8200,0.01763725,0.01763663,0.00024985,0.00025039
2.8400,0.12407122,0.12406901,-0.00013065,-0.00012682
2.8600,0.19178111,0.19177390,-0.00047992,-0.00047329
2.8800,0.13870722,0.13870221,-0.00066216,-0.00065791
2.9000,0.01094249,0.01094189,-0.00057825,-0.00057768
2.9200,-0.06377526,-0.06377189,-0.00034621,-0.00034830
2.9400,-0.05754553,-0.05753877,-0.00000915,-0.00001153
2.9600,0.02683322,0.02683294,0.00028020,0.00028174
2.9800,0.05258889,0.05258563,0.00040550,0.00040699
3.0000,-0.08175017,-0.08175100,0.00047565,0.00047311
3.0200,-0.22578928,-0.22578711,0.00040271,0.00039598
3.0400,-0.31327183,-0.31325988,0.00026177,0.00025119
3.0600,-0.31943673,-0.31942023,0.00020719,0.00019684
3.0800,-0.12877760,-0.12876537,0.00013076,0.00012663
3.1000,0.15878113,0.15877976,-0.00001714,-0.00001219
3.1200,0.30607293,0.30605814,-0.00015260,-0.00014230
3.1400,0.21069188,0.21067455,-0.00026878,-0.00026152
3.1600,-0.07635727,-0.07636107,-0.00026302,-0.00026564
3.1800,-0.32998028,-0.32996802,-0.00010866,-0.00011923
3.2000,-0.33485829,-0.33483529,0.00011187,0.00010048
3.2200,-0.08543052,-0.08541595,0.00030421,0.00030153
3.2400,0.20506210,0.20505838,0.00034397,0.00035052
3.2600,0.32839546,0.32837686,0.00024783,0.00025841
3.2800,0.27917274,0.27914684,-0.00001665,-0.00000735
3.3000,0.13858644,0.13857147,-0.00033220,-0.00032821
3.3200,0.01786705,0.01786505,-0.00055070,-0.00054983
3.3400,-0.03628459,-0.03627225,-0.00059651,-0.00059782
3.3600,-0.07206562,-0.07204936,-0.00040053,-0.00040273
3.3800,-0.10507113,-0.10505978,-0.00004503,-0.00004828
3.4000,-0.11554693,-0.11554474,0.00032542,0.00032159
3.4200,-0.09023434,-0.09024050,0.00057795,0.00057498
3.4400,-0.02247620,-0.02248438,0.00061444,0.00061363
3.4600,0.04591168,0.04590561,0.00042121,0.00042284
3.4800,0.04119292,0.04119408,0.00011229,0.00011352
3.5000,-0.01262896,-0.01262298,-0.00018127,-0.00018157
3.5200,-0.03701195,-0.03700608,-0.00039433,-0.00039548
3.5400,-0.03422343,-0.03422062,-0.00043916,-0.00044027
3.5600,-0.03591347,-0.03591344,-0.00029610,-0.00029709
3.5800,-0.04863321,-0.04863290,-0.00004384,-0.00004532
3.6000,-0.07417534,-0.07417284,0.00022544,0.00022302
3.6200,-0.08456689,-0.08456280,0.00041938,0.00041654
3.6400,-0.03207900,-0.03207672,0.00045231,0.00045106
3.6600,0.08224067,0.08223665,0.00029508,0.00029765
3.6800,0.18838712,0.18837737,0.00000299,0.00000893
3.7000,0.23567965,0.23566763,-0.00031394,-0.00030637
3.7200,0.22274579,0.22273493,-0.00057822,-0.00057083
3.7400,0.12578239,0.12577836,-0.00067861,-0.00067454
3.7600,-0.03920487,-0.03920010,-0.00052919,-0.00053028
3.7800,-0.18030205,-0.18029035,-0.00019100,-0.00019680
3.8000,-0.23290109,-0.23288810,0.00022719,0.00021963
3.8200,-0.19653818,-0.19652980,0.00058787,0.00058146
3.8400,-0.09204062,-0.09203920,0.00076296,0.00075983
3.8600,0.04608054,0.04607340,0.00065821,0.00065971
3.8800,0.14717988,0.14716905,0.00031105,0.00031569
3.9000,0.16739865,0.16738873,-0.00013834,-0.00013284
3.9200,0.12342527,0.12342098,-0.00053925,-0.00053523
3.9400,0.04671156,0.04671362,-0.00074329,-0.00074169
3.9600,-0.03504969,-0.03504278,-0.00067107,-0.00067216
3.9800,-0.08564213,-0.08563390,-0.00035377,-0.00035650
4.0000,-0.08851082,-0.08850579,0.00006798,0.00006516
4.0200,-0.06644479,-0.06644379,0.00044851,0.00044628
4.0400,-0.04324144,-0.04324464,0.00065425,0.00065296
4.0600,-0.03665222,-0.03665527,0.00062733,0.00062599
4.0800,-0.03437902,-0.03438059,0.00040552,0.00040441
4.1000,-0.00601972,-0.00601909,0.00006337,0.00006305
4.1200,0.05674702,0.05674787,-0.00027275,-0.00027103
4.1400,0.14048173,0.14047945,-0.00051670,-0.00051218
4.1600,0.21242137,0.21241548,-0.00061417,-0.00060742
4.1800,0.23205023,0.23204021,-0.00056712,-0.00055937
4.2000,0.15091767,0.15090980,-0.00039291,-0.00038811
4.2200,0.00066929,0.00066787,-0.00011049,-0.00011049
4.2400,-0.10259304,-0.10258906,0.00015795,0.00015466
4.2600,-0.12335592,-0.12334887,0.00034597,0.00034181
4.2800,-0.10264287,-0.10263759,0.00043637,0.00043312
4.3000,-0.06630889,-0.06630637,0.00040267,0.00040051
4.3200,-0.03104151,-0.03104286,0.00025474,0.00025380
4.3400,-0.01795435,-0.01795673,0.00005440,0.00005391
4.3600,-0.03884548,-0.03884571,-0.00011890,-0.00012001
4.3800,-0.08062151,-0.08061660,-0.00019393,-0.00019659
4.4000,-0.08796685,-0.08795950,-0.00016109,-0.00016391
4.4200,-0.02442990,-0.02442465,-0.00007285,-0.00007382
4.4400,0.08881130,0.08880953,0.00001860,0.00002136
4.4600,0.19808906,0.19807882,0.00003813,0.00004451
4.4800,0.23489686,0.23488260,-0.00002867,-0.00002107
4.5000,0.16263200,0.16262045,-0.00013887,-0.00013356
4.5200,0.02605659,0.02605436,-0.00022026,-0.00021947
4.5400,-0.08925138,-0.08924529,-0.00023201,-0.00023477
4.5600,-0.15161812,-0.15160626,-0.00013775,-0.00014273
4.5800,-0.15969738,-0.15968630,0.00005549,0.00005042
4.6000,-0.11457955,-0.11457368,0.00025342,0.00024971
4.6200,-0.04411179,-0.04411269,0.00037739,0.00037592
4.6400,0.01845473,0.01844868,0.00037116,0.00037182
4.6600,0.04604446,0.04603829,0.00023373,0.00023523
4.6800,0.02496944,0.02496692,0.00002894,0.00002977
4.7000,-0.01819854,-0.01819572,-0.00015813,-0.00015867
4.7200,-0.05035263,-0.05034709,-0.00026755,-0.00026908
4.7400,-0.07514285,-0.07513634,-0.00024518,-0.00024756
4.7600,-0.09739475,-0.09738975,-0.00009874,-0.00010174
4.7800,-0.10709174,-0.10708796,0.00010860,0.00010513
4.8000,-0.09334028,-0.09333840,0.00029380,0.00029081
4.8200,-0.05427179,-0.05427110,0.00038341,0.00038154
4.8400,0.01104396,0.01104277,0.00034009,0.00034037
4.8600,0.08079075,0.08078639,0.00015753,0.00016025
4.8800,0.09559282,0.09558857,-0.00007763,-0.00007467
4.9000,0.05760172,0.05759868,-0.00026542,-0.00026341
4.9200,0.01995952,0.01995940,-0.00037163,-0.00037106
4.9400,0.00639596,0.00639795,-0.00034685,-0.00034671
4.9600,0.02118163,0.02118313,-0.00021799,-0.00021725
4.9800,0.04526111,0.04526130,-0.00004282,-0.00004145
5.0000,0.05458387,0.05458101,0.00011321,0.00011499
5.0200,0.04923578,0.04923151,0.00019127,0.00019276
5.0400,0.04311375,0.04310902,0.00016962,0.00017096
5.0600,0.04152211,0.04151865,0.00006520,0.00006649
5.0800,0.03783075,0.03782961,-0.00006840,-0.00006721
5.1000,0.02832658,0.02832725,-0.00017588,-0.00017492
5.1200,0.01269169,0.01269342,-0.00021865,-0.00021824
5.1400,-0.00398345,-0.00398194,-0.00018060,-0.00018073
5.1600,-0.01650139,-0.01650109,-0.00008491,-0.00008523
5.1800,-0.06270384,-0.06270292,0.00004366,0.00004173
5.2000,-0.15170548,-0.15170003,0.00021574,0.00021081
5.2200,-0.19585461,-0.19584719,0.00034675,0.00034055
5.2400,-0.14651796,-0.14651020,0.00038175,0.00037672
5.2600,-0.02946740,-0.02946557,0.00031571,0.00031483
5.2800,0.09776395,0.09775976,0.00013916,0.00014223
5.3000,0.16745182,0.16744262,-0.00009355,-0.00008803
5.3200,0.14155769,0.14154887,-0.00030887,-0.00030423
5.3400,0.04927728,0.04927455,-0.00041297,-0.00041141
5.3600,-0.03240456,-0.03240151,-0.00038257,-0.00038355
5.3800,-0.05435287,-0.05434532,-0.00022557,-0.00022760
5.4000,0.00383351,0.00383760,-0.00001105,-0.00001095
5.4200,0.11467982,0.11467651,0.00014200,0.00014561
5.4400,0.15909188,0.15908011,0.00017864,0.00018427
5.4600,0.01682576,0.01681886,0.00016562,0.00016595
5.4800,-0.20060820,-0.20060521,0.00016766,0.00016159
5.5000,-0.31792648,-0.31791251,0.00013271,0.00012223
5.5200,-0.29252026,-0.29250052,0.00017260,0.00016292
5.5400,-0.12933006,-0.12931869,0.00020716,0.00020324
5.5600,0.08609771,0.08609890,0.00019104,0.00019329
5.5800,0.26651777,0.26650158,0.00007303,0.00008196
5.6000,0.34269794,0.34267564,-0.00016604,-0.00015502
5.6200,0.25013291,0.25011499,-0.00040014,-0.00039204
5.6400,0.05488868,0.05488544,-0.00051222,-0.00051035
5.6600,-0.10608246,-0.10607155,-0.00047029,-0.00047378
5.6800,-0.17248204,-0.17246493,-0.00024421,-0.00024984
5.7000,-0.14580092,-0.14578820,0.00008618,0.00008149
5.7200,-0.05910813,-0.05910557,0.00038850,0.00038648
5.7400,0.03957697,0.03956824,0.00053118,0.00053245
5.7600,0.11001475,0.11000165,0.00045608,0.00045953
5.7800,0.11249012,0.11247823,0.00018933,0.00019336
5.8000,0.00370126,0.00370181,-0.00011143,-0.00011160
5.8200,-0.12250201,-0.12249203,-0.00029575,-0.00029944
5.8400,-0.13934468,-0.13933088,-0.00036420,-0.00036894
5.8600,-0.05964206,-0.05963423,-0.00026771,-0.00026944
5.8800,0.00347159,0.00347067,-0.00007189,-0.00007163
5.9000,-0.01153364,-0.01153648,0.00018826,0.00018778
5.9200,-0.04388504,-0.04389006,0.00035211,0.00035094
5.9400,-0.04196333,-0.04196281,0.00037968,0.00037775
5.9600,0.02811455,0.02811336,0.00026190,0.00026299
5.9800,0.14084395,0.14084188,0.00001033,0.00001460
6.0000,0.20257547,0.20256835,-0.00026422,-0.00025748
6.0200,0.15547423,0.15546678,-0.00046100,-0.00045588
6.0400,0.02651629,0.02651306,-0.00049557,-0.00049466
6.0600,-0.09181674,-0.09181292,-0.00035250,-0.00035561
6.0800,-0.09695256,-0.09694507,-0.00009952,-0.00010274
6.1000,0.00258328,0.00258741,0.00013898,0.00013901
6.1200,0.09618490,0.09618328,0.00030281,0.00030583
6.1400,0.11161049,0.11160187,0.00032238,0.00032627
6.1600,0.03035807,0.03035053,0.00021276,0.00021363
6.1800,-0.09451115,-0.09451301,0.00006382,0.00006089
6.2000,-0.16283662,-0.16282948,-0.00006724,-0.00007266
6.2200,-0.11657512,-0.11656388,-0.00012685,-0.00013076
6.2400,0.02090749,0.02091386,-0.00013343,-0.00013264
6.2600,0.13082751,0.13082501,-0.00010929,-0.00010490
6.2800,0.09770131,0.09769339,-0.00004295,-0.00003966
6.3000,-0.04531194,-0.04531759,0.00005027,0.00004903
6.3200,-0.18910988,-0.18910728,0.00013416,0.00012795
6.3400,-0.23702831,-0.23701616,0.00023303,0.00022507
6.3600,-0.11546472,-0.11545345,0.00026779,0.00026404
6.3800,0.11493123,0.11493372,0.00018511,0.00018852
6.4000,0.29657733,0.29656447,-0.00000203,0.00000782
6.4200,0.30742160,0.30740209,-0.00024259,-0.00023264
6.4400,0.15292421,0.15290904,-0.00042463,-0.00041958
6.4600,-0.04455686,-0.04455837,-0.00047776,-0.00047921
6.4800,-0.16368725,-0.16367478,-0.00035585,-0.00036126
6.5000,-0.15870402,-0.15868674,-0.00009329,-0.00009850
6.5200,-0.05024620,-0.05023518,0.00020172,0.00019994
6.5400,0.09678287,0.09677866,0.00038240,0.00038556
6.5600,0.18418208,0.18416554,0.00037136,0.00037732
6.5800,0.14432029,0.14430216,0.00019837,0.00020317
6.6000,0.00163406,0.00162699,-0.00003887,-0.00003878
6.6200,-0.13856932,-0.13856041,-0.00021883,-0.00022342
6.6400,-0.16410688,-0.16408962,-0.00027945,-0.00028480
6.6600,-0.06515193,-0.06513830,-0.00022157,-0.00022369
6.6800,0.05023426,0.05023541,-0.00008047,-0.00007865
6.7000,0.06943364,0.06942532,0.00009209,0.00009440
6.7200,-0.00324792,-0.00325780,0.00023081,0.00023080
6.7400,-0.07984441,-0.07984793,0.00027452,0.00027183
6.7600,-0.09376143,-0.09375682,0.00022835,0.00022525
6.7800,-0.05249252,-0.05248441,0.00011688,0.00011527
6.8000,-0.01752073,-0.01751323,0.00000531,0.00000471
6.8200,-0.01291211,-0.01291020,-0.00006921,-0.00006946
6.8400,-0.02006459,-0.02006697,-0.00010267,-0.00010337
6.8600,-0.01989963,-0.01990384,-0.00008705,-0.00008767
6.8800,-0.00849399,-0.00849611,-0.00004171,-0.00004192
6.9000,-0.00923533,-0.00923329,0.00001988,0.00001964
6.9200,-0.04293030,-0.04292507,0.00008975,0.00008846
6.9400,-0.08862571,-0.08861934,0.00015195,0.00014906
6.9600,-0.10188966,-0.10188593,0.00018130,0.00017803
6.9800,-0.07221679,-0.07221626,0.00016697,0.00016458
7.0000,-0.02236585,-0.02236757,0.00012061,0.00011990
7.0200,0.02401494,0.02401299,0.00004451,0.00004530
7.0400,0.04941552,0.04941450,-0.00004355,-0.00004195
7.0600,0.04977183,0.04977140,-0.00011918,-0.00011756
7.0800,0.03741495,0.03741469,-0.00016001,-0.00015884
7.1000,0.02967673,0.02967567,-0.00015831,-0.00015739
7.1200,0.03843523,0.03843346,-0.00012040,-0.00011928
7.1400,0.07495021,0.07494720,-0.00007239,-0.00007013
7.1600,0.13910739,0.13910193,-0.00005827,-0.00005380
7.1800,0.17031060,0.17030273,-0.00009500,-0.00008933
7.2000,0.08460980,0.08460514,-0.00011574,-0.00011299
7.2200,-0.07776856,-0.07776671,-0.00007306,-0.00007547
7.2400,-0.18929305,-0.18928488,0.00000692,0.00000078
7.2600,-0.19533345,-0.19532287,0.00011847,0.00011202
7.2800,-0.11041510,-0.11040737,0.00023350,0.00022989
7.3000,0.02347533,0.02347567,0.00027000,0.00027077
7.3200,0.12245666,0.12244944,0.00019489,0.00019890
7.3400,0.11736809,0.11735814,0.00004516,0.00004909
7.3600,0.01836717,0.01836193,-0.00011048,-0.00010980
7.3800,-0.10422672,-0.10422313,-0.00019884,-0.00020216
7.4000,-0.16966809,-0.16965657,-0.00017147,-0.00017710
7.4200,-0.11900397,-0.11899221,-0.00005184,-0.00005573
7.4400,0.01987131,0.01987496,0.00007103,0.00007162
7.4600,0.13718623,0.13717955,0.00014595,0.00015044
7.4800,0.15100899,0.15099611,0.00013643,0.00014140
7.5000,0.07059514,0.07058534,0.00005778,0.00006004
7.5200,-0.03630801,-0.03631011,-0.00005379,-0.00005487
7.5400,-0.11251870,-0.11251042,-0.00012027,-0.00012411
7.5600,-0.10796300,-0.10795147,-0.00010749,-0.00011094
7.5800,-0.02102802,-0.02102082,-0.00005694,-0.00005771
7.6000,0.07905453,0.07905240,0.00000767,0.00001023
7.6200,0.12439298,0.12438264,0.00004168,0.00004584
7.6400,0.08754412,0.08753387,0.00003517,0.00003795
7.6600,0.00349079,0.00348632,0.00000461,0.00000476
7.6800,-0.05688240,-0.05687830,-0.00003169,-0.00003364
7.7000,-0.05732162,-0.05731383,-0.00005295,-0.00005479
7.7200,-0.02033323,-0.02032681,-0.00004428,-0.00004503
7.7400,0.02841906,0.02841958,-0.00001206,-0.00001116
7.7600,0.07985429,0.07984801,-0.00000193,0.00000064
7.7800,0.10928778,0.10927842,-0.00002610,-0.00002261
7.8000,0.09522547,0.09521791,-0.00007008,-0.00006695
7.8200,0.04263975,0.04263812,-0.00010987,-0.00010847
7.8400,-0.02240947,-0.02240519,-0.00011433,-0.00011511
7.8600,-0.05440303,-0.05439665,-0.00007403,-0.00007583
7.8800,-0.02662765,-0.02662420,-0.00001647,-0.00001741
7.9000,0.03830533,0.03830330,0.00003386,0.00003501
7.9200,0.10017586,0.10016879,0.00004503,0.00004829
7.9400,0.11390701,0.11389869,0.00000308,0.00000690
7.9600,0.04086020,0.04085643,-0.00004872,-0.00004735
7.9800,-0.08551838,-0.08551451,-0.00005601,-0.00005867
8.0000,-0.17734305,-0.17733285,-0.00001208,-0.00001786
8.0200,-0.17390758,-0.17389642,0.00007937,0.00007364
8.0400,-0.07109522,-0.07108975,0.00016534,0.00016298
8.0600,0.06527136,0.06526779,0.00018581,0.00018806
8.0800,0.12492487,0.12491596,0.00012990,0.00013388
8.1000,0.08970611,0.08969797,0.00003462,0.00003759
8.1200,0.02299490,0.02299075,-0.00010555,-0.00010459
8.1400,-0.06784614,-0.06784176,-0.00018887,-0.00019125
8.1600,-0.13697583,-0.13696566,-0.00014224,-0.00014663
8.1800,-0.09724790,-0.09723876,-0.00004475,-0.00004792
8.2000,0.01119150,0.01119377,0.00005702,0.00005727
8.2200,0.08722785,0.08722183,0.00013730,0.00014027
8.2400,0.09000958,0.09000078,0.00014768,0.00015060
8.2600,0.03520090,0.03519450,0.00008912,0.00009026
8.2800,-0.02785594,-0.02785610,-0.00000360,-0.00000456
8.3000,-0.04706985,-0.04706464,-0.00008471,-0.00008635
8.3200,0.00123200,0.00123739,-0.00013311,-0.00013320
8.3400,0.09081969,0.09081934,-0.00015909,-0.00015601
8.3600,0.11889244,0.11888611,-0.00016010,-0.00015606
8.3800,0.00937221,0.00936759,-0.00007930,-0.00007895
8.4000,-0.14903438,-0.14903262,0.00005691,0.00005225
8.4200,-0.22088187,-0.22087235,0.00018791,0.00018054
8.4400,-0.15986365,-0.15985289,0.00028656,0.00028131
8.4600,-0.00764233,-0.00763723,0.00029558,0.00029528
8.4800,0.12993277,0.12992804,0.00019202,0.00019641
8.5000,0.13588045,0.13586983,0.00001670,0.00002124
8.5200,0.00106857,0.00106182,-0.00012598,-0.00012583
8.5400,-0.15376983,-0.15376691,-0.00018893,-0.00019391
8.5600,-0.19406273,-0.19405015,-0.00014193,-0.00014852
8.5800,-0.06354818,-0.06353720,-0.00004042,-0.00004255
8.6000,0.15924111,0.15924197,0.00003341,0.00003838
8.6200,0.31261570,0.31260145,0.00002267,0.00003304
8.6400,0.26603429,0.26601458,-0.00006287,-0.00005416
8.6600,0.04158910,0.04157721,-0.00013824,-0.00013684
8.6800,-0.18044584,-0.18044180,-0.00015549,-0.00016144
8.7000,-0.23148070,-0.23146427,-0.00009911,-0.00010682
8.7200,-0.10389193,-0.10387621,0.00000515,0.00000179
8.7400,0.06960345,0.06960885,0.00011471,0.00011689
8.7600,0.16793422,0.16792512,0.00016719,0.00017279
8.7800,0.14756790,0.14755121,0.00011586,0.00012072
8.8000,0.02545688,0.02544465,0.00001163,0.00001250
8.8200,-0.12158627,-0.12158519,-0.00007268,-0.00007652
8.8400,-0.20410914,-0.20409391,-0.00008215,-0.00008892
8.8600,-0.16426492,-0.16424642,-0.00001175,-0.00001709
8.8800,-0.02159826,-0.02158902,0.00007105,0.00007030
8.9000,0.12356519,0.12355928,0.00011784,0.00012183
8.9200,0.18249193,0.18247501,0.00008990,0.00009592
8.9400,0.12542373,0.12540752,-0.00000703,-0.00000279
8.9600,-0.02875350,-0.02875719,-0.00009889,-0.00009987
